Title,Authors,Year,Venue,Index
time series similarity measures and time series indexing.,"dimitrios gunopulos, gautam das",2001,sigmod conference,53e9b755b7602d97042f6ecf
panel: querying networked databases.,"nick koudas, divesh srivastava",2003,sigmod conference,53e99b36b7602d97023d8d91
models and languages for describing and discovering e-services.,"fabio casati, ming-chien shan",2001,sigmod conference,53e9ba17b7602d970461f57c
indexing and mining streams.,christos faloutsos,2004,sigmod conference,53e99a98b7602d970231120a
approximate xml joins.,"sudipto guha, h. v. jagadish, nick koudas, divesh srivastava, ting yu",2002,sigmod conference,53e997f1b7602d9701fefd21
informix online xps.,robert h. gerber,1995,sigmod conference,53e997f5b7602d9701ff8dc2
data extraction and transformation for the data warehouse.,cass squire,1995,sigmod conference,53e9b7a6b7602d970434f15a
``one size fits all'' database architectures do not work for dds.,clark d. french,1995,sigmod conference,53e9afe9b7602d9703a3d913
effective use of block-level sampling in statistics estimation.,"surajit chaudhuri, gautam das, utkarsh srivastava",2004,sigmod conference,53e9b03db7602d9703a9bd2e
the future of web services - ii.,felipe cabrera,2003,sigmod conference,53e9b4e0b7602d9704005365
the bucky object-relational benchmark (experience paper).,"michael j. carey, david j. dewitt, jeffrey f. naughton, mohammad asgarian, paul brown, johannes gehrke, dhaval shah",1997,sigmod conference,53e9b3cdb7602d9703eb886e
on the integration of structure indexes and inverted lists.,"raghav kaushik, rajasekar krishnamurthy, jeffrey f. naughton, raghu ramakrishnan",2004,sigmod conference,53e9b275b7602d9703d18778
upsizing from file server to clent server architectures.,the access team,1995,sigmod conference,53e9b290b7602d9703d37092
winmagic : subquery elimination using window aggregation.,"calisto zuzarte, hamid pirahesh, wenbin ma, qi cheng, linqi liu, kwai wong",2003,sigmod conference,53e9a41cb7602d9702d38bb4
enterprise transaction processing on windows nt.,greg hope,1995,sigmod conference,53e99fc9b7602d97028a1a03
lambda-db: an odmg-based object-oriented dbms.,"leonidas fegaras, chandrasekhar srinivasan, arvind rajendran, david maier",2000,sigmod conference,53e9b0a5b7602d9703b0e8c9
an interactive clustering-based approach to integrating source query interfaces on the deep web.,"wensheng wu, clement t. yu, anhai doan, weiyi meng",2004,sigmod conference,53e9b27bb7602d9703d21ece
the next database revolution.,jim gray,2004,sigmod conference,53e99aecb7602d9702373cec
efficient execution of joins in a star schema.,andreas weininger,2002,sigmod conference,53e9b3f6b7602d9703ee5bae
xseq: an index infrastructure for tree pattern queries.,"xiaofeng meng, yu jiang, yan chen, haixun wang",2004,sigmod conference,53e9b042b7602d9703aa139e
best-effort cache synchronization with source cooperation.,"chris olston, jennifer widom",2002,sigmod conference,53e9a1fbb7602d9702afe063
holistic twig joins: optimal xml pattern matching.,"nicolas bruno, nick koudas, divesh srivastava",2002,sigmod conference,53e9a813b7602d970315a659
robust query processing through progressive optimization.,"volker markl, vijayshankar raman, david e. simmen, guy m. lohman, hamid pirahesh",2004,sigmod conference,53e9abbfb7602d97035713f9
versant replication: supporting fault-tolerant object databases.,"yuh-ming shyy, h. stephen au-yeung, c. p. chou",1995,sigmod conference,53e9aa95b7602d970340fe12
similarity-based queries for time series data.,"davood rafiei, alberto o. mendelzon",1997,sigmod conference,53e9b4e0b7602d9704006b0c
chain : operator scheduling for memory minimization in data stream systems.,"brian babcock, shivnath babu, mayur datar, rajeev motwani",2003,sigmod conference,53e99f2db7602d97027f8653
vqbd: exploring semistructured data.,"sudarshan s. chawathe, thomas baby, jihwang yeo",2001,sigmod conference,53e99ac4b7602d970234037a
thinksheet: a tool for tailoring complex documents.,"peter piatko, roman yangarber, dao-i lin, dennis shasha",1996,sigmod conference,53e9b9c0b7602d97045b22b6
processing complex aggregate queries over data streams.,"alin dobra, minos n. garofalakis, johannes gehrke, rajeev rastogi",2002,sigmod conference,53e9bbd4b7602d9704821919
cords: automatic discovery of correlations and soft functional dependencies.,"ihab f. ilyas, volker markl, peter j. haas, paul brown, ashraf aboulnaga",2004,sigmod conference,53e9acbdb7602d970369d43d
"data-driven, one-to-one web site generation for data-intensive applications.","stefano ceri, piero fraternali, stefano paraboschi",1999,vldb,53e9b75ab7602d97042fc31f
trust-serv: a lightweight trust negotiation service.,"halvard skogsrud, boualem benatallah, fabio casati, manh q. dinh",2004,vldb,53e9bbeab7602d970484292e
mining generalized association rules.,"ramakrishnan srikant, rakesh agrawal",1995,vldb,53e99a62b7602d97022cf246
distributed search over the hidden web: hierarchical database sampling and selection.,"panagiotis g. ipeirotis, luis gravano",2002,vldb,53e99f77b7602d970284c848
a performance evaluation of oid mapping techniques.,"andré eickler, carsten andreas gerlhof, donald kossmann",1995,vldb,53e99fd0b7602d97028aa07b
"the clustra telecom database: high availability, high throughput, and real-time response.","svein-olaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",1995,vldb,53e9a091b7602d970297bf92
sash: a self-adaptive histogram set for dynamically changing workloads.,"lipyeow lim, min wang, jeffrey scott vitter",2003,vldb,53e9a76db7602d97030a6a12
computing pagerank in a distributed internet search engine system.,"yuan wang, david j. dewitt",2004,vldb,53e99e1ab7602d97026dab55
dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems.,"masahisa tamura, masaru kitsuregawa",1999,vldb,53e998fcb7602d97021399e4
caprera: an activity framework for transaction processing on wide-area networks.,"suresh kumar, eng-kee kwang, divyakant agrawal",1997,vldb,53e9a80cb7602d970314e379
managing intra-operator parallelism in parallel database systems.,"manish mehta 0002, david j. dewitt",1995,vldb,53e9b9a7b7602d970459bece
pesto : an integrated query/browser for object databases.,"michael j. carey, laura m. haas, vivekananda maganty, john h. williams",1996,vldb,53e99bfeb7602d97024a7868
mapping adaptation under evolving schemas.,"yannis velegrakis, renée j. miller, lucian popa",2003,vldb,53e9af46b7602d970398382f
unrolling cycles to decide trigger termination.,"sin yeung lee, tok wang ling",1999,vldb,53e9990db7602d97021479e8
"what do those weird xml types want, anyway?",steven j. derose,1999,vldb,53e9ab48b7602d97034da0a5
c2p: clustering based on closest pairs.,"alexandros nanopoulos, yannis theodoridis, yannis manolopoulos",2001,vldb,53e9a49cb7602d9702dbb0c0
oasis: an online and accurate technique for local-alignment searches on biological sequences.,"colin meek, jignesh m. patel, shruti kasetty",2003,vldb,53e9a2b2b7602d9702bba0fd
querying heterogeneous information sources using source descriptions,"alon y. levy, anand rajaraman, joann j. ordille",1996,vldb,53e999cab7602d970220f707
online dynamic reordering for interactive data processing.,"vijayshankar raman, bhaskaran raman, joseph m. hellerstein",1999,vldb,53e9bbc2b7602d970480bd4c
mining deviants in a time series database.,"h. v. jagadish, nick koudas, s. muthukrishnan",1999,vldb,53e9a922b7602d9703273ece
integration of data mining with database technology.,"amir netz, surajit chaudhuri, jeff bernhardt, usama m. fayyad",2000,vldb,53e9aed8b7602d9703903d98
from data independence to knowledge independence: an on-going story.,laurent vieille,1998,vldb,53e998fdb7602d970213c32c
a database index to large biological sequences.,"ela hunt, malcolm p. atkinson, robert w. irving",2001,vldb,53e9a3edb7602d9702d05df7
bridging heterogeneity: research and practice of database middleware technology.,"fernando de ferreira rezende, günter sauter",1998,vldb,53e9b9eeb7602d97045ec15b
a data transformation system for biological data sources.,"peter buneman, susan b. davidson, kyle hart, g. christian overton, limsoon wong",1995,vldb,53e9aeb1b7602d97038d2cdb
a scalable and highly available networked database architecture.,"roger bamford, rafiul ahad, angelo pruscino",1999,vldb,53e9ace9b7602d97036c89a1
context-based prefetch for implementing objects on relations.,"philip a. bernstein, shankar pal, david shutt",1999,vldb,53e9b010b7602d9703a69bc6
who needs xml databases?,sophie cluet,2003,vldb,53e99ad0b7602d970234e489
continuous k-nearest neighbor queries for continuously moving points with updates.,"glenn s. iwerks, hanan samet, kenneth p. smith",2003,vldb,53e9aa49b7602d97033b810e
focused crawling using context graphs.,"michelangelo diligenti, frans coetzee, steve lawrence, c. lee giles, marco gori",2000,vldb,53e9a8b7b7602d9703205ca8
a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces.,"roger weber, hans-jörg schek, stephen blott",1998,vldb,53e9b260b7602d9703d01a49
user-adaptive exploration of multidimensional data.,sunita sarawagi,2000,vldb,53e99d13b7602d97025cb5b0
on the costs of multilingualism in database systems.,"a. kumaran, jayant r. haritsa",2003,vldb,53e99daab7602d970266721c
multiscale histograms: summarizing topological relations in large spatial datasets.,"xuemin lin, qing liu, yidong yuan, xiaofang zhou",2003,vldb,53e9be22b7602d9704ade1b8
telcordia's database reconciliation and data quality analysis tool.,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",2000,vldb,53e9b65bb7602d97041bb03f
adaptive distributed query processing.,yongluan zhou,2003,vldb phd workshop,53e99a48b7602d97022a6c6c
covering indexes for xml queries: bisimulation - simulation = negation.,prakash ramanan,2003,vldb,53e99e6ab7602d9702732379
cost-based labeling of groups of mass spectra.,"lei chen 0003, zheng huang, raghu ramakrishnan",2004,sigmod conference,53e99ad0b7602d97023502b2
exploring the tradeoff between performance and data freshness in database-driven web servers.,"alexandros labrinidis, nick roussopoulos",2004,vldb j.,53e9a101b7602d97029ec4b7
complex relationships and knowledge discovery support in the infoquilt system.,"amit p. sheth, sanjeev thacker, shuchi patel",2003,vldb j.,53e9b850b7602d97044146ac
query processing and optimization in oracle rdb,"gennady antoshenkov, mohamed ziauddin",1996,vldb j.,53e9bac9b7602d97046f89a3
"optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations.",jia liang han,1998,vldb j.,53e9aeeab7602d9703914595
graphical interaction with heterogeneous databases.,"tiziana catarci, giuseppe santucci, john cardiff",1997,vldb j.,53e9a80cb7602d9703152172
a flexible and recoverable client/server database event notification system.,"eric n. hanson, i.-cheng chen, roxana dastur, kurt engel, vijay ramaswamy, wendy tan, chun xu",1998,vldb j.,53e9b41ab7602d9703f13cc1
sleepers and workaholics: caching strategies in mobile environments,"daniel barbará, tomasz imielinski",1995,vldb j.,53e9ba0bb7602d970460aba7
searching in metric spaces by spatial approximation.,gonzalo navarro,2002,vldb j.,53e9be72b7602d9704b3495b
foreword by the vldb '98 pc chairmen: best papers of vldb '98.,"jennifer widom, oded shmueli",2000,vldb j.,53e9a5c5b7602d9702eee821
enhanced abstract data types in object-relational databases.,praveen seshadri,1998,vldb j.,53e9b349b7602d9703e1e680
characterization of database access pattern for analytic prediction of buffer hit probability,"asit dan, philip s. yu, jen-yao chung",1995,vldb j.,53e99d1bb7602d97025d13ce
retrieval effectiveness of an ontology-based model for information selection.,"latifur khan, dennis mcleod, eduard h. hovy",2004,vldb j.,53e9b4b4b7602d9703fcb734
efficient support for interactive service in multi-resolution vod systems.,"kelvin kwok-wai law, john c. s. lui, leana golubchik",1999,vldb j.,53e99ccab7602d9702580d16
online dynamic reordering.,"vijayshankar raman, bhaskaran raman, joseph m. hellerstein",2000,vldb j.,53e99838b7602d9702060008
the gmap: a versatile tool for physical data independence,"odysseas g. tsatalos, marvin h. solomon, yannis e. ioannidis",1996,vldb j.,53e9a515b7602d9702e3a9ae
cost-driven vertical class partitioning for methods in object oriented databases.,"chi-wai fung, kamalakar karlapalem, qing li",2003,vldb j.,53e9a17fb7602d9702a73271
efficient schemes for managing multiversionxml documents.,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2002,vldb j.,53e99f03b7602d97027d355c
the intrinsic problems of structural heterogeneity and an approach to their solution.,"theo härder, günter sauter, joachim thomas",1999,vldb j.,53e9b954b7602d970453e85b
type-safe relaxing of schema consistency rules for flexible modeling in oodbms,"eric amiel, marie-jo bellosta, eric dujardin, eric simon",1996,vldb j.,53e9986eb7602d97020a9458
tracking set-expression cardinalities over continuous update streams.,"sumit ganguly, minos n. garofalakis, rajeev rastogi",2004,vldb j.,53e9ace2b7602d97036c0862
preserving mapping consistency under schema changes.,"yannis velegrakis, renée j. miller, lucian popa",2004,vldb j.,53e99f18b7602d97027e30cd
e-services - guest editorial.,"fabio casati, ming-chien shan, dimitrios georgakopoulos",2001,vldb j.,53e99a1ab7602d970226c216
"the hb-pi-tree: a multi-attribute index supporting concurrency, recovery and node consolidation.","georgios evangelidis, david b. lomet, betty salzberg",1997,vldb j.,53e99bf7b7602d97024a3d10
