Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
distributed search over the hidden web: hierarchical database sampling and selection,"panagiotis g. ipeirotis, luis gravano",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a984,"g, i, l, p",False,False,True,"l gravano, p ipeirotis",distributed search over the hidden web: hierarchical database sampling and selection.,"panagiotis g. ipeirotis, luis gravano",2002,vldb,53e99f77b7602d970284c848,"g, i, l, p",True,False,True,"l gravano, p ipeirotis"
when one sample is not enough: improving text database selection using shrinkage,"panagiotis g. ipeirotis, luis gravano",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacc7,"g, i, l, p",False,True,False,"l gravano, p ipeirotis",when one sample is not enough: improving text database selection using shrinkage.,"panagiotis g. ipeirotis, luis gravano",2004,sigmod conference,53e99bdcb7602d970248525b,"g, i, l, p",True,True,False,"l gravano, p ipeirotis"
approximate xml query answers,"neoklis polyzotis, minos garofalakis, yannis ioannidis",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac9d,"g, i, m, n, p, y",False,True,False,"m garofalakis, y ioannidis, n polyzotis",approximate xml query answers.,"neoklis polyzotis, minos n. garofalakis, yannis e. ioannidis",2004,sigmod conference,53e99a57b7602d97022be053,"g, i, m, n, p, y",True,True,False,"m garofalakis, y ioannidis, n polyzotis"
parallel query scheduling and optimization with time- and space-shared resources,"minos n. garofalakis, yannis e. ioannidis",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a7420f70186a0da4483,"g, i, m, y",False,False,True,"m garofalakis, y ioannidis",parallel query scheduling and optimization with time- and space-shared resources.,"minos n. garofalakis, yannis e. ioannidis",1997,vldb,53e9b260b7602d9703d032af,"g, i, m, y",True,False,True,"m garofalakis, y ioannidis"
parallel database systems 101,jim gray,1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df55,"g, j",False,True,False,j gray,parallel database systems 101.,jim gray,1995,sigmod conference,53e99b26b7602d97023beb7a,"g, j",True,True,False,j gray
"the five-minute rule ten years later, and other computer storage rules of thumb","jim gray, goetz graefe",1997,acm sigmod record,539087e720f70186a0d68414,"g, j",False,True,False,"g graefe, j gray","the five-minute rule ten years later, and other computer storage rules of thumb.","jim gray, goetz graefe",1997,sigmod record,53e9a67cb7602d9702fae348,"g, j",True,True,False,"g graefe, j gray"
the next database revolution,jim gray,2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac85,"g, j",False,True,False,j gray,the next database revolution.,jim gray,2004,sigmod conference,53e99aecb7602d9702373cec,"g, j",True,True,False,j gray
efficient support for interactive service in multi-resolution vod systems,"kelvin k. w. law, john c. s. lui, leana golubchik",1999,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabc9,"g, j, k, l",False,False,True,"l golubchik, k law, j lui",efficient support for interactive service in multi-resolution vod systems.,"kelvin kwok-wai law, john c. s. lui, leana golubchik",1999,vldb j.,53e99ccab7602d9702580d16,"g, j, k, l",True,False,True,"l golubchik, k law, j lui"
an injection with tree awareness: adding staircase join to postgresql,"sabine mayer, torsten grust, maurice van keulen, jens teubner",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020e,"g, j, k, m, s, t",False,False,True,"t grust, m keulen, s mayer, j teubner",an injection of tree awareness: adding staircase join to postgresql.,"sabine mayer, torsten grust, maurice van keulen, jens teubner",2004,vldb,53e9a44fb7602d9702d6cd99,"g, j, k, m, s, t",True,False,True,"t grust, m keulen, s mayer, j teubner"
land below a dbms,"kaladhar voruganti, jai menon, sandeep gopisetty",2004,acm sigmod record,5390962020f70186a0df3f48,"g, j, k, m, s, v",False,True,False,"s gopisetty, j menon, k voruganti",land below a dbms.,"kaladhar voruganti, jai menon, sandeep gopisetty",2004,sigmod record,53e99a8bb7602d97022fd9b9,"g, j, k, m, s, v",True,True,False,"s gopisetty, j menon, k voruganti"
staircase join: teach a relational dbms to watch its (axis) steps,"torsten grust, maurice van keulen, jens teubner",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe4f,"g, j, k, m, t",False,False,True,"t grust, m keulen, j teubner",staircase join: teach a relational dbms to watch its (axis) steps.,"torsten grust, maurice van keulen, jens teubner",2003,vldb,53e9a13fb7602d9702a33280,"g, j, k, m, t",True,False,True,"t grust, m keulen, j teubner"
rehist: relative error histogram construction algorithms,"sudipto guha, kyuseok shim, jungchul woo",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a7,"g, j, k, s, w",False,False,True,"s guha, k shim, j woo",rehist: relative error histogram construction algorithms.,"sudipto guha, kyuseok shim, jungchul woo",2004,vldb,53e9abe5b7602d97035a2675,"g, j, k, s, w",True,False,True,"s guha, k shim, j woo"
transparent mid-tier database caching in sql server,"per-åke larson, jonathan goldstein, jingren zhou",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a33,"g, j, l, p, z",False,True,False,"j goldstein, p larson, j zhou",transparent mid-tier database caching in sql server.,"per-åke larson, jonathan goldstein, jingren zhou",2003,sigmod conference,53e9a5a8b7602d9702ed2d71,"g, j, l, p, z",True,True,False,"j goldstein, p larson, j zhou"
learning response time for websources using query feedback and application in query optimization,"jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",2000,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabb4,"g, j, l, r, t, v, z",False,False,True,"j gruser, l raschid, v zadorozhny, t zhan",learning response time for websources using query feedback and application in query optimization.,"jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",2000,vldb j.,53e99d3eb7602d97025f5b71,"g, j, l, r, t, v, z",True,False,True,"j gruser, l raschid, v zadorozhny, t zhan"
historical queries along multiple lines of time evolution,"gad m. landau, jeanette p. schmidt, vassilis j. tsotras",1995,the vldb journal — the international journal on very large data bases,539089bb20f70186a0d98ada,"g, j, l, s, t, v",False,False,True,"g landau, j schmidt, v tsotras",historical queries along multiple lines of time evolution,"gad m. landau, jeanette p. schmidt, vassilis j. tsotras",1995,vldb j.,53e9b775b7602d9704318d68,"g, j, l, s, t, v",True,False,True,"g landau, j schmidt, v tsotras"
querying and mining data streams: you only get one look a tutorial,"minos garofalakis, johannes gehrke, rajeev rastogi",2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8daef,"g, j, m, r",False,True,False,"m garofalakis, j gehrke, r rastogi",querying and mining data streams: you only get one look a tutorial.,"minos n. garofalakis, johannes gehrke, rajeev rastogi",2002,sigmod conference,53e9b413b7602d9703f0ab43,"g, j, m, r",True,True,False,"m garofalakis, j gehrke, r rastogi"
from focused crawling to expert information: an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe8e,"g, j, m, s, t",False,False,True,"j graupmann, s sizov, m theobald",from focused crawling to expert information: an application framework for web exploration and portal generation.,"sergej sizov, jens graupmann, martin theobald",2003,vldb,53e9a317b7602d9702c2071d,"g, j, m, s, t",True,False,True,"j graupmann, s sizov, m theobald"
design and management of data warehouses report on the dmdw'99 workshop,"stella gatziu, manfred jeusfeld, martin staudt, yannis vassiliou",1999,acm sigmod record,5390880220f70186a0d77f6f,"g, j, m, s, v, y",False,True,False,"s gatziu, m jeusfeld, m staudt, y vassiliou",design and management of data warehouses: report on the dmdw'99 workshop.,"stella gatziu, manfred a. jeusfeld, martin staudt, yannis vassiliou",1999,sigmod record,53e9b88bb7602d970445ea97,"g, j, m, s, v, y",True,True,False,"s gatziu, m jeusfeld, m staudt, y vassiliou"
a goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"michael gillmann, jeanine weissenfels, german shegalov, wolfgang wonner, gerhard weikum",2000,sigmod '00 proceedings of the 2000 acm sigmod international conference on management of data,5390880220f70186a0d762f7,"g, j, m, s, w",False,True,False,"m gillmann, g shegalov, g weikum, j weissenfels, w wonner",a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite.,"michael gillmann, jeanine weißenfels, german shegalov, wolfgang wonner, gerhard weikum",2000,sigmod conference,53e9b803b7602d97043b885a,"g, j, m, s, w",True,True,False,"m gillmann, g shegalov, g weikum, j weißenfels, w wonner"
contrast plots and p-sphere trees: space vs. time in nearest neighbour searches,"jonathan goldstein, raghu ramakrishnan",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47d6,"g, j, r",False,False,True,"j goldstein, r ramakrishnan",contrast plots and p-sphere trees: space vs. time in nearest neighbour searches.,"jonathan goldstein, raghu ramakrishnan",2000,vldb,53e9b8c1b7602d97044a20ba,"g, j, r",True,False,True,"j goldstein, r ramakrishnan"
a raster approximation for processing of spatial joins,"geraldo zimbrao, jano moreira de souza",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4543,"g, j, s, z",False,False,True,"j souza, g zimbrao",a raster approximation for processing of spatial joins.,"geraldo zimbrao, jano moreira de souza",1998,vldb,53e9b12ab7602d9703bacfb7,"g, j, s, z",True,False,True,"j souza, g zimbrao"
a cost model for clustered object-oriented databases,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfd,"g, j, t, z",False,False,True,"g gardarin, j gruser, z tang",a cost model for clustered object-oriented databases.,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb,53e9a3f4b7602d9702d08fe0,"g, j, t, z",True,False,True,"g gardarin, j gruser, z tang"
cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e38,"g, j, t, z",False,False,True,"g gardarin, j gruser, z tang",cost-based selection of path expression processing algorithms in object-oriented databases.,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb,53e99f02b7602d97027ceca4,"g, j, t, z",True,False,True,"g gardarin, j gruser, z tang"
the cougar approach to in-network query processing in sensor networks,"yong yao, johannes gehrke",2002,acm sigmod record,539089ab20f70186a0d96af3,"g, j, y",False,True,False,"j gehrke, y yao",the cougar approach to in-network query processing in sensor networks.,"yong yao, johannes gehrke",2002,sigmod record,53e9ba6ab7602d970468d255,"g, j, y",True,True,False,"j gehrke, y yao"
open gis and on-line environmental libraries,kenn gardels,1997,acm sigmod record,539087dd20f70186a0d6349c,"g, k",False,True,False,k gardels,open gis and on-line environmental libraries.,kenn gardels,1997,sigmod record,53e9aea4b7602d97038c9599,"g, k",True,True,False,k gardels
spirit: sequential pattern mining with regular expression constraints,"minos n. garofalakis, rajeev rastogi, kyuseok shim",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4681,"g, k, m, r, s",False,False,True,"m garofalakis, r rastogi, k shim",spirit: sequential pattern mining with regular expression constraints.,"minos n. garofalakis, rajeev rastogi, kyuseok shim",1999,vldb,53e9a8ffb7602d970325106d,"g, k, m, r, s",True,False,True,"m garofalakis, r rastogi, k shim"
multimedia streaming in large-scale sensor networks with mobile swarms,"mario gerla, kaixin xu",2003,acm sigmod record,539095ba20f70186a0df0f0c,"g, k, m, x",False,True,False,"m gerla, k xu",multimedia streaming in large-scale sensor networks with mobile swarms.,"mario gerla, kaixin xu",2003,sigmod record,53e9a03bb7602d9702923b1c,"g, k, m, x",True,True,False,"m gerla, k xu"
façade: a fast and effective approach to the discovery of dense clusters in noisy spatial data,"yu qian, gang zhang, kang zhang",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dface5,"g, k, q, y, z",False,True,False,"y qian, k zhang, g zhang",façade: a fast and effective approach to the discovery of dense clusters in noisy spatial data.,"yu qian, gang zhang, kang zhang",2004,sigmod conference,53e9b45eb7602d9703f59be1,"g, k, q, y, z",True,True,False,"y qian, k zhang, g zhang"
